keywords,year,_metaphor,_author,_url,id,bin,bin_start
Writing,1700,"""The first Attempt in this Philosophy is, to Clear the Mind of any Innate Ideas or Principles, and to make it a Rasa Tabula, or to Resemble a Piece of Blank Paper, without any Original Characters, or Inscriptions, Engraved upon it;""","Greene, Robert (c. 1678-1730)",http://metaphors.lib.virginia.edu/metaphors/11613,portrait_rasa_tabula_piece_paper_piece__4623,1700-1750,1700
Writing,1700,"""Lastly, Supposing the Mind was not an Immaterial Substance, Grant it to be a Material one, if it has yet any Peculiar nature or Constitution of it's own, it could not be a Rasa Tabula, upon which any Thing might be Imprinted; This Paper, for Instance, on which I Write, is Susceptible of those Characters, which I Draw upon it, because it's Nature is such, as to Receive the Impression of the Ink, which Falls from the Pen, but Fire, or Flame, would not Admit of the same Characters, Described in the same Way, nor would Oil, or Spirit of Nitre, do it, nor, on the Contrary, would it be Possible to Write these Characters upon this Paper with those Substances""","Greene, Robert (c. 1678-1730)",http://metaphors.lib.virginia.edu/metaphors/11622,landscape_rasa_tabula_upon_paper_instanc_4628,1700-1750,1700
Mineral,1800,"""Nor cleed your little heart in steel, / For Nature bade the lintie feel""","Gall, Richard (1776-1801)",http://metaphors.lib.virginia.edu/metaphors/16470,still_life_steel_12826,1800-1900,1800
Plant,1700,"""Oak was his heart, his breast with steel / Thrice mail'd, that first the brittle keel / Committed to the murtherous deep.""","Welsted, Leonard (1688-1747)",http://metaphors.lib.virginia.edu/metaphors/15146,still_life_murtherous_4638,1700-1750,1700
Population,1800,"""Writing! O, I should have written thousands of pamphlets by this time, if it wasn't that--that the first sentence is so damn'd hard to get over; but, unluckily, I have such a profusion of ideas, that, when I sit down to write, there is so much crowding and jostling among them, that, curse me, your Majesty, if I know which to take first.""","Poole, John (1786-1872)",http://metaphors.lib.virginia.edu/metaphors/16476,portrait_much_crowding_jostling_among_12832,1800-1900,1800
Uncategorized,1800,"""'She kept a sort of balance in the mind, / 'And as his pole a dancer on the rope, / 'The equal poise on both sides kept me up.""","Crabbe, George (1754-1832)",http://metaphors.lib.virginia.edu/metaphors/16478,landscape_sort_balance_12834,1800-1900,1800
"Uncategorized,Impressions",1700,"""But in the midst of these Tumults of his Soul, he had a strong Impression upon his Mind, that he could never die in Peace, nor ever go to Heaven, if he did not go over to England, and either get the Parliament's Pardon (for it was in those Days when there was no King in Israel) or that if he could not obtain a Pardon, that then he should surrender into the Hands of Justice, and satisfy the Law with his Life, which was the Debt he owed to the Blood of the Man he kill'd, and cou'd no other way be expiated.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/22213,landscape_midst_tumults_soul_strong_peac_4647,1700-1750,1700
"Animals,Uncategorized",1800,"""He is styed in his prejudices -- he wallows in the mire of his senses -- he cannot get beyond the trough of his sordid appetites, whether it is of gold or wood.""","Hazlitt, William (1778-1830)",http://metaphors.lib.virginia.edu/metaphors/17335,landscape_beyond_trough_styed_mire_12840,1800-1900,1800
Body,1800,"""Philosophers, anatomists of soul, / Ye have display'd a fearful spectacle, / The human heart exposed in nakedness!""","Anster, John (1793-1867)",http://metaphors.lib.virginia.edu/metaphors/22619,portrait_soul_human_12841,1800-1900,1800
"Animals,Visual Arts",1700,"""Conscience draws the Picture of the Crime in Apparition just before him, and the Reflection, not the injur'd Soul, is the Spectre that haunts him: Nor can he need a worse Tormenter in this Life; whether there is a worse hereafter, or no, I do not pretend to determine. This is certainly 'a Worm that never dies'; 'tis always gnawing the Vitals, not of the Body, but of the very Soul—But I say, here was no Apparition all this while of any kind, no Spectre, no Ghost, no not to detect a Murtherer.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/22214,landscape_certainly_worm_never_always_gn_4648,1700-1750,1700
Animals,1800,"""Open wide the mind's cage-door, / She'll dart forth, and cloudward soar.""","Keats, John (1795-1821)",http://metaphors.lib.virginia.edu/metaphors/16482,portrait_wide_cage_door_12844,1800-1900,1800
"Body,Container",1700,"""Homer's Notion of the State of the Dead, was something like the ancient Philosophy of the Aegyptians, which gave the Soul a Shape like the Body, and that it was only a Receptacle of the Mind; the Mind they made to be the sublime and superior Part, and that only.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/22218,landscape_shape_like_body_shape_like_rec_4652,1700-1750,1700
"Uncategorized,Mineral",1700,"""The Doctrine of the Soul's being a Shell or Case form'd into a Shape, as a Mould is form'd into Shape to receive the Brass or Copper, and throw out a Statue or Figure of this or that Heroe, which it is appointed to form; I say, this absurd Doctrine of the Soul, Body and Mind being three distinct Persons in every Man, would not have found Place in the World; but all things would have been conceiv'd regularly of, and the World would have been rightly inform'd of future things, as well as of things present.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/22220,still_life_soul_shell_case_form_receive_s_4654,1700-1750,1700
"Fire,Body,Uncategorized,Liquid",1700,"""It is without Doubt, that Fancy and Imagination form a world of Apparitions in the Minds of Men and Women; (for we must not exclude the Ladies in this Part, whatever we do) and People go away as thoroughly possess'd with the Reality of having seen the Devil, as if they convers'd Face to Face with him; when in short the Matter is no more than a Vapour of the Brain, a sick delirious fume of Smoke in the Hypochondria; forming it self in such and such Figure to the Eye-sight of the Mind, as well as of the Head, which all look'd upon with a calm Revision, would appear, as it really is, nothing but a Nothing, a Skeleton of the Brain, a Whymsy, and no more.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/22233,landscape_vapour_fume_smoke_forming_noth_4667,1700-1750,1700
Government,1700,"A young man may be ""Possess'd of every virtue, grace, and art, / That claims just empire o'er the female heart""","Young, Edward (bap. 1683, d. 1765)",http://metaphors.lib.virginia.edu/metaphors/11653,portrait_empire_4669,1700-1750,1700
Body,1800,"""He could call forth to his mind's eye,  That bright, select society, / Who never, when he ask'd their aid, The pleasing summons disobey'd, / But did the lengthen'd way beguile / Full many an hour and many a mile.""","Combe, William (1742 -1823)",http://metaphors.lib.virginia.edu/metaphors/16807,still_life_mind_eye_12867,1800-1900,1800
Motion,1700,"""The sad Idea of his murder'd Mate, / Struck from his Side by savage Fowler's Guile, / Across his Fancy comes; and then resounds / A louder Song of Sorrow through the Grove.""","Thomson, James (1700-1748)",http://metaphors.lib.virginia.edu/metaphors/21474,landscape_across_4675,1700-1750,1700
Government,1800,"""O, that the wise from their bright minds would kindle / Such lamps within the dome of this dim world, / That the pale name of PRIEST might shrink and dwindle / Into the hell from which it first was hurled, / A scoff of impious pride from fiends impure; / Till human thoughts might kneel alone, / Each before the judgement-throne / Of its own aweless soul, or of the power unknown!""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/17703,still_life_dome_kneel_alone_judgement_thr_12870,1800-1900,1800
Uncategorized,1800,"""And is not this extraordina[r]y talk for the writer of Endymion? whose mind was like a pack of scattered cards--I am pick'd up and sorted to a pip.""","Keats, John (1795-1821)",http://metaphors.lib.virginia.edu/metaphors/17987,landscape_pack_scattered_cards_12871,1800-1900,1800
"Body,Government",1700,"Men's Reason ""tyes them down to Rules,"" while women, ""like Sampson break the trifling Twine and laugh at every Obstacle that would oppose [their] pleasure""","Davys, Mary (1674-1732)",http://metaphors.lib.virginia.edu/metaphors/11590,still_life_trifling_twine_pleasure_tyes_r_4682,1700-1750,1700
"Body,Population,Architecture",1800,"""Clothe it in words, and bid it clasp his throne / In intercession; bend thy soul in prayer, / And like a suppliant in some gorgeous fane, / Let the will kneel within thy haughty heart.""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/19289,landscape_suppliant_thy_haughty_gorgeous_12881,1800-1900,1800
Fire,1800,"""Thou think'st we will live through thee, one by one, / Like animal life, and though we can obscure not / The soul which burns within, that we will dwell / Beside it, like a vain loud multitude / Vexing the self-content of wisest men.""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/19291,landscape_burns_within_vain_loud_12883,1800-1900,1800
"Weather,Geography",1800,"""Hark, sister! what a low yet dreadful groan / Quite unsuppressed is tearing up the heart / Of the good Titan, as storms tear the deep, / And beasts hear the sea moan in inland caves.""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/19293,landscape_storms_tear_hear_inland_caves__12885,1800-1900,1800
Plant,1700,"""Then infant Reason grows apace, and calls / For the kind Hand of an assiduous Care: / Delightful Task! to rear the tender Thought, / To teach the young Idea how to shoot, / To pour the fresh Instruction o'er the Mind, / To breathe th' inspiring Spirit, and to plant / The generous Purpose in the glowing Breast.""","Thomson, James (1700-1748)",http://metaphors.lib.virginia.edu/metaphors/11576,landscape_shoot_breathe_th_plant_pour_br_4698,1700-1750,1700
Uncategorized,1800,"""Dust to the dust! but the pure spirit shall flow / Back to the burning fountain whence it came.""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/17108,landscape_burning_fountain_whence_12898,1800-1900,1800
Animals,1800,"""Like corpses in a charnel; fear and grief / Convulse us and consume us day by day, / And cold hopes swarm like worms within our living clay.""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/17109,landscape_corpses_like_worms_within_12899,1800-1900,1800
War,1700,"""Olymphia grew calm and resigned, wiped away her Tears, and resolved to conquer the fond Passion that had undone her""","Aubin, Penelope (1679?-1731?)",http://metaphors.lib.virginia.edu/metaphors/12199,landscape_conquer_passion_4712,1700-1750,1700
Body,1800,"""The reliance on solid worth which it inculcates, the preference of sober truth to gaudy tinsel, hangs like a mill-stone round the neck of the imagination—-'a load to sink a navy'--impedes our progress, and blocks up every prospect in life.""","Hazlitt, William (1778-1830)",http://metaphors.lib.virginia.edu/metaphors/19891,still_life_hangs_like_round_neck_blocks_12905,1800-1900,1800
Mineral,1700,"Death is an ""iron-hearted, and of cruel soul, / Brasen his breast, nor can he brook controul, / To whom, and ne'er return, all mortals go, / And even to immortal gods a foe""","Cooke, Thomas (1703-1756)",http://metaphors.lib.virginia.edu/metaphors/12325,still_life_iron_hearted_brasen_4714,1700-1750,1700
Government,1800,"A king may ""over three nations .. happily reign, / And establish his throne in their hearts""","Crabbe, George (1754-1832)",http://metaphors.lib.virginia.edu/metaphors/8481,still_life_king_throne_12908,1800-1900,1800
Government,1800,"""[I]n the virtuous heart is fix'd [Love's] lasting throne""","Burges, Sir James Bland (1752-1824)",http://metaphors.lib.virginia.edu/metaphors/16517,portrait_fix_throne_12917,1800-1900,1800
"Music,Light",1700,"""Thus the glad Skies, / The wide-rejoycing Earth, the Woods, the Streams, / With every Life they hold, down to the Flower / That paints the lowly Vale, or Insect-Wing / Wav'd o'er the Shepherd's Slumber, touch the Mind / To Nature tun'd, with a light-flying Hand, / Invisible, quick-urging, thro' the Nerves, / The glittering Spirits, in a Flood of Day.""","Thomson, James (1700-1748)",http://metaphors.lib.virginia.edu/metaphors/21056,landscape_wing_wav_mind_flying_hand_glad_4725,1700-1750,1700
Optics,1800,"""Retire: but look into your past impression! / And you will find, though shuddering at the mirror / Of your own thoughts, in all their self confession, / The lurking bias, be it truth or error, / To the unknown.""","Byron, George Gordon Noel, sixth Baron Byron (1788-1824)",http://metaphors.lib.virginia.edu/metaphors/16526,portrait_mirror_error_12922,1800-1900,1800
"Fire,Weather",1700,"Strait the fierce Storm involves his Mind anew, / Flames thro' the Nerves, and boils along the Veins; / While anxious Doubt distracts the tortur'd Heart; / For even the sad Assurance of his Fears / Were Heaven to what he feels.""","Thomson, James (1700-1748)",http://metaphors.lib.virginia.edu/metaphors/21064,landscape_fierce_storm_involves_boils_fl_4733,1700-1750,1700
Light,1700,"""A Lover, when he is admitted to Cards, ought to be solemnly silent, and observe the Motions of his Mistress. He must laugh when she laughs, sigh when she sighs. In short, he shou'd be the Shadow of her Mind.""","Fielding, Henry (1707-1754)",http://metaphors.lib.virginia.edu/metaphors/22322,portrait_shadow_4739,1700-1750,1700
